Body_type,Kilometer_Driven,Transmission,Owner_No.,Original_equipment_manufacturer,Model,Model_year,Variant_name,Price,Insurance_validity,Fuel_type,Seats,Engine_displacement,Year_of_manufacture,Mileage,Max_power,Torque,Colour,Location,Features,Interior,Exterior
SUV,70000,Automatic,2,BMW,BMW X5,2016,xDrive 30d M Sport,0.5167338595523276,Third Party insurance,Diesel,5,2993,2016,15.97,258.0,560,Others,Bangalore,9,3,28
Hatchback,52571,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,0.5159283035016858,Comprehensive,Petrol,5,1197,2016,18.6,81.83,114,Grey,Bangalore,9,3,28
Sedan,70000,Automatic,2,BMW,BMW 3 Series,2010,320d Highline,0.5160899431027836,Third Party insurance,Diesel,5,1995,2010,16.07,181.0,380,Others,Bangalore,9,2,29
Sedan,61993,Manual,1,Honda,Honda City,2015,i VTEC V,0.5159391114987875,Comprehensive,Petrol,5,1497,2015,17.4,117.3,145,Silver,Bangalore,9,3,30
SUV,57000,Automatic,1,Hyundai,Hyundai Tucson,2017,2.0 e-VGT 2WD AT GL Opt,0.5162160364023026,Comprehensive,Diesel,5,1995,2017,16.38,182.46,400,White,Bangalore,9,3,26
SUV,80000,Manual,2,Toyota,Toyota Fortuner,2021,2.8 2WD MT,0.5166183340721968,Third Party insurance,Diesel,7,2755,2021,14.24,174.5,420,Others,Bangalore,9,3,24
Hatchback,36359,Manual,1,Hyundai,Hyundai i20,2013,Sportz 1.2,0.5158833902692856,Comprehensive,Petrol,5,1197,2013,18.5,82.85,113,Blue,Bangalore,9,2,25
SUV,70000,Manual,2,Tata,Tata Harrier,2019,XZ BSIV,0.5161283715369227,Third Party insurance,Diesel,5,1956,2019,17.0,138.1,350,Others,Bangalore,9,2,25
SUV,7500,Automatic,1,MG,MG Hector,2022,Sharp CVT,0.5162679147883905,Comprehensive,Petrol,5,1451,2022,0.0,141.0,250,White,Bangalore,9,2,21
Sedan,30301,Automatic,1,Hyundai,Hyundai Verna,2017,VTVT 1.6 AT SX Option,0.5160258156533138,Comprehensive,Petrol,5,1591,2017,17.0,121.3,151,Black,Bangalore,9,2,26
Hatchback,66000,Manual,1,Hyundai,Hyundai i10,2010,Sportz 1.2,0.5158437609465797,Comprehensive,Petrol,5,1197,2010,20.36,78.9,111,Golden,Bangalore,9,2,27
Hatchback,56010,Manual,1,Hyundai,Hyundai i20,2017,Sportz 1.2,0.5159400722096409,Comprehensive,Petrol,5,1197,2017,18.6,81.83,114,White,Bangalore,9,3,26
SUV,47000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,220d 4MATIC Style,0.5168080744657589,Comprehensive,Diesel,5,2143,2017,17.9,170.0,400,White,Bangalore,9,2,29
SUV,60000,Manual,2,Nissan,Nissan Terrano,2014,XV Premium 110 PS,0.5159338275890933,Third Party insurance,Diesel,5,1461,2014,19.01,108.5,248,Others,Bangalore,9,3,29
Hatchback,83829,Manual,1,Maruti,Maruti Swift,2014,VDI BSIV,0.5158843509801392,Third Party insurance,Diesel,5,1248,2014,25.2,74.0,190,Red,Bangalore,9,3,27
Hatchback,10000,Automatic,1,Renault,Renault KWID,2020,1.0 RXT AMT Opt,0.5159002024690439,Third Party insurance,Petrol,5,999,2020,22.0,67.0,91,Others,Bangalore,9,3,22
SUV,35000,Automatic,2,Renault,Renault Duster,2016,110PS Diesel RxZ AMT,0.51599987646027,Comprehensive,Diesel,5,1461,2016,19.6,108.45,245,Grey,Bangalore,9,3,29
Sedan,51116,Automatic,2,Honda,Honda City,2019,i-VTEC CVT V,0.5160236540538936,Comprehensive,Petrol,5,1497,2019,18.0,117.6,145,White,Bangalore,9,3,31
Sedan,80000,Manual,3,Skoda,Skoda Rapid,2016,1.5 TDI Elegance Black Package,0.5158978009320878,Third Party insurance,Diesel,5,1498,2016,21.14,103.52,250,Others,Bangalore,9,3,27
Hatchback,40000,Automatic,2,Volkswagen,Volkswagen Polo,2017,GT TSI,0.5160166886600281,Third Party insurance,Petrol,5,1197,2017,17.21,103.5,175,Others,Bangalore,9,3,30
SUV,85565,Automatic,2,Honda,Honda CR-V,2012,2.4L 4WD AT,0.5160022782374036,Comprehensive,Petrol,5,2354,2012,11.1,158.8,218,White,Bangalore,9,3,24
SUV,36916,Manual,1,Ford,Ford Ecosport,2018,1.5 Petrol Titanium Plus BSIV,0.5159780202883534,Comprehensive,Petrol,5,1497,2018,17.0,121.36,150,Others,Bangalore,9,3,28
Hatchback,90000,Manual,1,Volkswagen,Volkswagen Polo,2015,1.5 TDI Highline,0.51591221159489,Third Party insurance,Diesel,5,1498,2015,20.14,88.8,230,Others,Bangalore,9,3,31
Hatchback,112795,Manual,1,Maruti,Maruti Swift,2012,VXI,0.5158867527572728,Comprehensive,Petrol,5,1197,2012,22.38,88.5,113,Silver,Bangalore,9,3,20
Sedan,11000,Automatic,1,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2021,A 200 BSVI,0.5166639678377372,Comprehensive,Petrol,5,1332,2021,0.0,160.92,250,Silver,Bangalore,9,2,22
MUV,120000,Manual,2,Toyota,Toyota Innova,2014,2.0 VX (Petrol) 7 Seater,0.5160419075601097,Third Party insurance,Petrol,7,1998,2014,11.4,130.1,181,Others,Bangalore,9,3,26
Hatchback,36685,Manual,2,Honda,Honda Brio,2016,S MT,0.5158886741789798,Comprehensive,Petrol,5,1198,2016,19.4,86.8,109,Red,Bangalore,9,3,26
SUV,120000,Automatic,2,Hyundai,Hyundai Santa Fe,2012,4x4 AT,0.5159938720174357,Third Party insurance,Diesel,7,2199,2012,11.72,194.3,436,Others,Bangalore,9,2,27
Sedan,4000,Automatic,1,BMW,BMW 6 Series,2022,GT 630i M Sport BSVI,0.5176751160110235,Comprehensive,Petrol,4,1998,2022,13.32,254.79,400,Blue,Bangalore,9,2,26
Hatchback,32184,Automatic,2,Maruti,Maruti Baleno,2019,1.2 CVT Alpha,0.5159801818877736,Third Party,Petrol,5,1197,2019,21.4,83.1,115,Silver,Bangalore,9,3,29
Hatchback,32279,Manual,1,Maruti,Maruti Baleno RS,2018,1.0 Petrol,0.5159696140683854,Comprehensive,Petrol,5,998,2018,21.1,100.5,150,White,Bangalore,9,3,26
Hatchback,59698,Manual,1,Hyundai,Hyundai i20,2015,Asta Option 1.2,0.5159160544383039,Comprehensive,Petrol,5,1197,2015,18.6,81.83,114,White,Bangalore,9,3,28
SUV,46071,Manual,1,Renault,Renault Captur,2018,1.5 Diesel Platine,0.5160056407253908,Comprehensive,Diesel,5,1461,2018,20.37,108.45,240,Grey,Bangalore,9,3,25
SUV,90000,Manual,1,Maruti,Maruti Vitara Brezza,2017,ZDi,0.515968653357532,Third Party insurance,Diesel,5,1248,2017,24.3,88.5,200,Yellow,Bangalore,9,3,28
SUV,9554,Manual,1,Hyundai,Hyundai Venue,2019,SX Turbo BSIV,0.5160383048944092,Third Party,Petrol,5,998,2019,18.27,118.35,171,Blue,Bangalore,9,2,22
SUV,14000,Automatic,1,Jeep,Jeep Compass,2022,1.4 Limited Opt DCT BSVI,0.5163997723530305,Comprehensive,Petrol,5,1368,2022,14.1,160.77,250,Green,Bangalore,9,2,19
SUV,74499,Manual,2,Renault,Renault Duster,2013,85PS Diesel RxE,0.5159016437755017,Third Party,Diesel,5,1461,2013,20.45,83.8,200,Brown,Bangalore,8,3,27
SUV,56211,Automatic,2,Ford,Ford Ecosport,2017,1.5 Petrol Trend Plus AT BSIV,0.5159643301586913,Comprehensive,Petrol,5,1497,2017,14.8,121.36,150,Grey,Bangalore,9,3,27
Hatchback,9001,Manual,1,Honda,Honda Jazz,2019,V,0.5159585658935704,Comprehensive,Petrol,5,1199,2019,18.2,88.7,110,White,Bangalore,9,3,26
SUV,65457,Automatic,2,Mahindra,Mahindra XUV500,2017,AT W10 1.99 mHawk,0.5160721699519942,Third Party insurance,Diesel,7,1997,2017,16.0,140.0,320,Orange,Bangalore,9,3,27
Hatchback,23682,Manual,1,Honda,Honda Jazz,2017,1.2 V i VTEC,0.515951840917596,Comprehensive,Petrol,5,1199,2017,18.7,88.7,110,Red,Bangalore,9,3,26
Sedan,50000,Manual,1,Hyundai,Hyundai Verna,2020,CRDi 1.6 SX,0.5160539164457781,Third Party insurance,Diesel,5,1582,2020,22.0,126.2,0,Red,Bangalore,9,2,24
Hatchback,134557,Manual,2,Maruti,Maruti Swift,2015,ZDI BSIV,0.5159287838571125,Comprehensive,Diesel,5,1248,2015,25.2,74.0,190,White,Bangalore,9,3,31
Sedan,96567,Manual,2,Maruti,Maruti Swift Dzire,2013,VXI,0.5158850715132792,Comprehensive,Petrol,5,1197,2013,22.41,88.5,113,Blue,Bangalore,9,3,18
Hatchback,120000,Manual,3,Maruti,Maruti Celerio,2015,VXI,0.5158737831607508,Third Party insurance,Petrol,5,998,2015,23.1,67.04,90,White,Bangalore,8,3,29
MUV,83007,Manual,2,Maruti,Maruti Ertiga,2014,ZDI,0.5159664917581116,Comprehensive,Diesel,7,1248,2014,20.77,88.8,200,White,Bangalore,9,3,31
Hatchback,34000,Manual,1,Honda,Honda Jazz,2018,1.2 VX i VTEC,0.5159566444718634,Comprehensive,Petrol,5,1199,2018,18.7,88.7,110,Maroon,Bangalore,9,3,26
Hatchback,81634,Automatic,1,Hyundai,Hyundai Grand i10,2014,AT Asta,0.5158953991549542,Comprehensive,Petrol,5,1197,2014,18.9,82.0,114,White,Bangalore,9,3,28
Sedan,57284,Automatic,2,Honda,Honda City,2017,i-VTEC CVT ZX,0.5160039594813972,Comprehensive,Petrol,5,1497,2017,18.0,117.6,145,Brown,Bangalore,9,3,31
SUV,70000,Automatic,2,Ford,Ford Ecosport,2016,1.5 Ti VCT AT Titanium BSIV,0.5159398320319275,Third Party insurance,Petrol,5,1499,2016,15.63,110.4,140,Silver,Bangalore,9,3,30
Hatchback,70000,Manual,2,Honda,Honda Brio,2013,S MT,0.515856970720815,Third Party insurance,Petrol,5,1198,2013,19.4,86.8,109,Red,Bangalore,9,3,26
Sedan,46429,Automatic,2,Toyota,Toyota Yaris,2018,G CVT BSIV,0.5159878675746015,Third Party insurance,Petrol,5,1496,2018,17.8,105.5,140,White,Bangalore,9,3,23
Hatchback,17624,Manual,1,Maruti,Maruti Baleno,2017,1.2 Alpha,0.5159864265083213,Comprehensive,Petrol,5,1197,2017,21.4,83.1,115,White,Bangalore,9,3,29
Sedan,100000,Manual,2,Volkswagen,Volkswagen Vento,2012,Diesel Highline,0.5158797876035851,Third Party insurance,Diesel,5,1598,2012,20.54,103.6,250,Blue,Bangalore,9,3,26
Sedan,30000,Manual,1,Honda,Honda City,2019,i-VTEC V,0.5160347022287086,Third Party insurance,Petrol,5,1497,2019,17.4,117.6,145,Others,Bangalore,9,3,31
SUV,49690,Manual,2,Ford,Ford Ecosport,2018,1.5 Petrol Titanium,0.5160238942316069,Third Party insurance,Petrol,5,1496,2018,15.9,120.69,149,Blue,Bangalore,9,3,27
SUV,110000,Manual,1,Mahindra,Mahindra XUV500,2016,W6 2WD,0.5160178897887727,Third Party insurance,Diesel,7,2179,2016,16.0,140.0,330,White,Bangalore,9,3,25
Sedan,50000,Manual,1,Fiat,Fiat Linea,2009,Emotion Pack,0.5158677787179167,Third Party insurance,Petrol,5,1368,2009,16.0,0.0,115,Gray,Bangalore,9,3,22
Sedan,50000,Manual,1,Fiat,Fiat Linea,2009,Emotion Pack,0.5158677787179167,Third Party insurance,Petrol,5,1368,2009,16.0,0.0,115,Gray,Bangalore,9,3,22
SUV,55702,Automatic,1,Ford,Ford Ecosport,2018,1.5 Petrol Titanium Plus AT BSIV,0.515980422065487,Comprehensive,Petrol,5,1497,2018,14.8,121.36,150,Silver,Bangalore,9,3,29
Hatchback,45046,Manual,1,Hyundai,Hyundai i20 Active,2016,1.4 SX,0.5159612078484175,Third Party insurance,Diesel,5,1396,2016,21.19,88.73,220,Brown,Bangalore,9,3,26
Hatchback,53000,Manual,2,Maruti,Maruti Ritz,2014,VXi,0.5158785867150183,Third Party insurance,Petrol,5,1197,2014,18.5,85.8,114,Silver,Bangalore,8,3,27
Hatchback,94695,Manual,1,Maruti,Maruti Baleno,2016,1.3 Alpha,0.5159419936313479,Third Party insurance,Diesel,5,1248,2016,27.39,74.0,190,Red,Bangalore,9,3,29
Hatchback,22162,Manual,1,Maruti,Maruti Baleno,2019,1.2 Alpha,0.5159705745390611,Zero Dep,Petrol,5,1197,2019,21.4,83.1,115,Silver,Bangalore,9,3,29
Hatchback,70000,Manual,2,Hyundai,Hyundai Santro Xing,2010,GLS,0.5158545689436813,Third Party insurance,Petrol,5,1086,2010,17.92,62.1,96,Others,Bangalore,9,3,25
Sedan,115331,Manual,1,Honda,Honda City,2017,i DTec V,0.5159708147167745,Comprehensive,Diesel,5,1498,2017,26.0,98.6,200,Silver,Bangalore,9,3,30
Sedan,70000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,E 220 CDI Avantgarde,0.5161139608741205,Third Party insurance,Diesel,5,2148,2013,10.0,170.0,400,Others,Bangalore,9,3,30
Hatchback,42233,Manual,2,Maruti,Maruti Swift,2016,VXI,0.5159093294623296,Comprehensive,Petrol,5,1197,2016,22.38,88.5,113,White,Bangalore,9,3,20
Hatchback,20941,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,0.5159263820799789,Comprehensive,Petrol,5,1197,2019,18.9,81.86,0,Others,Bangalore,9,3,26
SUV,50000,Manual,2,Maruti,Maruti Vitara Brezza,2018,ZDi Plus Dual Tone,0.5160178897887727,Third Party insurance,Diesel,5,1248,2018,24.3,88.5,200,Red,Bangalore,9,3,28
SUV,46602,Manual,1,Honda,Honda WR-V,2018,i-VTEC VX,0.5159854657974677,Comprehensive,Petrol,5,1199,2018,17.5,88.7,110,Brown,Bangalore,9,3,26
SUV,50000,Automatic,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,RX7,0.5160178897887727,Third Party insurance,Diesel,7,2696,2014,11.18,184.0,402,White,Bangalore,9,3,26
Hatchback,104000,Manual,2,Maruti,Maruti Swift,2014,VDI BSIV,0.5159062071520558,Comprehensive,Diesel,5,1248,2014,25.2,74.0,190,Red,Bangalore,9,3,27
SUV,90000,Manual,1,Ford,Ford Ecosport,2018,1.5 Diesel Titanium Plus BSIV,0.5160118853459384,Comprehensive,Diesel,5,1498,2018,23.0,98.96,205,Brown,Bangalore,9,3,27
Hatchback,50035,Manual,1,Maruti,Maruti Baleno,2017,1.2 Zeta,0.5159455962970484,Third Party insurance,Petrol,5,1197,2017,21.4,83.1,115,Blue,Bangalore,9,3,29
SUV,80000,Manual,1,Tata,Tata Nexon,2021,XZ Plus DualTone Roof (O),0.5160539164457781,Third Party insurance,Petrol,5,1199,2021,17.57,118.36,0,Gray,Bangalore,9,2,20
Hatchback,90000,Manual,2,Hyundai,Hyundai i20,2015,Sportz Option 1.2,0.5159278231462591,Comprehensive,Petrol,5,1197,2015,18.6,81.83,114,Maroon,Bangalore,9,3,28
Sedan,90000,Automatic,4,Mercedes-Benz,Mercedes-Benz E-Class,2011,E250 CDI Blue Efficiency,0.5160178897887727,Third Party insurance,Diesel,5,2143,2011,14.21,203.0,500,Others,Bangalore,9,3,28
Sedan,120000,Manual,1,Toyota,Toyota Corolla Altis,2011,Diesel D4DG,0.5159218187034248,Third Party insurance,Diesel,5,1364,2011,21.43,87.2,205,Silver,Bangalore,9,3,26
Sedan,25170,Manual,1,Maruti,Maruti Swift Dzire,2015,ZXI,0.5159398320319275,Third Party,Petrol,5,1197,2015,22.41,88.5,113,Blue,Bangalore,9,3,20
Sedan,25022,Manual,1,Maruti,Maruti Ciaz,2021,Delta BSVI,0.5159921907734422,Comprehensive,Petrol,5,1462,2021,20.65,103.25,138,Others,Bangalore,9,3,23
Hatchback,100000,Manual,2,Maruti,Maruti Swift,2012,RS VDI,0.5158785867150183,Third Party insurance,Diesel,5,1248,2012,22.9,74.0,190,Others,Bangalore,8,3,31
Sedan,26367,Manual,1,Maruti,Maruti Ciaz,2020,Delta BSVI,0.5160037193036838,Zero Dep,Petrol,5,1462,2020,20.65,103.25,138,Others,Bangalore,9,3,23
Sedan,76567,Automatic,2,Hyundai,Hyundai Elantra,2015,SX AT,0.5159290240348259,Zero Dep,Petrol,5,1797,2015,14.5,147.5,177,Silver,Bangalore,9,3,31
MUV,120000,Manual,2,Toyota,Toyota Innova,2013,2.5 VX (Diesel) 7 Seater BS IV,0.5160839386599494,Third Party insurance,Diesel,7,2494,2013,12.99,100.6,200,Others,Bangalore,9,3,29
Hatchback,36459,Automatic,2,Hyundai,Hyundai Grand i10,2015,AT Asta,0.5159038053749221,Comprehensive,Petrol,5,1197,2015,18.9,82.0,114,Red,Bangalore,9,3,28
SUV,93725,Manual,1,Maruti,Maruti SX4 S Cross,2016,DDiS 200 Delta,0.5159578453604303,Comprehensive,Diesel,5,1248,2016,23.65,88.5,200,Grey,Bangalore,9,3,25
Sedan,115599,Automatic,2,Maruti,Maruti Ciaz,2016,AT ZXi Plus,0.5159295043902526,Comprehensive,Petrol,5,1373,2016,19.12,91.1,130,Silver,Bangalore,9,3,31
Sedan,43469,Manual,1,Maruti,Maruti Swift Dzire,2015,ZXI,0.5159326267005264,Zero Dep,Petrol,5,1197,2015,22.41,88.5,113,Red,Bangalore,9,3,20
Sedan,70000,Manual,4,Ford,Ford Ikon,2005,1.3 Flair,0.5158978009320878,Third Party insurance,Petrol,5,1299,2005,13.8,70.0,10,Others,Bangalore,9,3,28
SUV,77000,Automatic,2,BMW,BMW X5,2019,xDrive 30d xLine,0.51740971963775,Comprehensive,Diesel,5,2993,2019,13.38,261.5,620,White,Bangalore,9,2,24
SUV,100000,Manual,1,Maruti,Maruti Vitara Brezza,2018,LDi,0.5159818631317672,Comprehensive,Diesel,5,1248,2018,24.3,88.5,200,Red,Bangalore,9,3,26
Sedan,72000,Manual,1,Mitsubishi,Mitsubishi Cedia,2008,Spirit,0.5158495252117006,Third Party insurance,Petrol,5,1999,2008,14.7,115.0,17,Silver,Bangalore,9,3,30
Sedan,77000,Automatic,1,Jaguar,Jaguar XF,2013,2.2 Litre Luxury,0.5162808843849125,Comprehensive,Diesel,5,2179,2013,16.36,187.7,450,Blue,Bangalore,9,3,29
SUV,87101,Automatic,1,Audi,Audi Q7,2013,3.0 TDI quattro,0.5164502096728381,Comprehensive,Diesel,7,2967,2013,12.07,241.4,550,White,Bangalore,9,3,29
Hatchback,40771,Manual,2,Volkswagen,Volkswagen Polo,2021,1.0 TSI Highline Plus,0.5160176496110593,Third Party,Petrol,5,999,2021,18.24,108.62,0,Silver,Bangalore,9,3,29
Hatchback,28000,Manual,1,Honda,Honda Jazz,2018,1.2 VX i VTEC,0.515975858688933,Comprehensive,Petrol,5,1199,2018,18.7,88.7,110,Silver,Bangalore,9,3,26
Hatchback,40000,Manual,3,Maruti,Maruti Wagon R,2008,LXI Minor,0.5158377565037454,Comprehensive,Petrol,5,1061,2008,18.9,67.0,84,Silver,Bangalore,8,3,25
SUV,26000,Automatic,1,Hyundai,Hyundai Venue,2020,SX Plus Turbo DCT,0.5160887422142167,Comprehensive,Petrol,5,998,2020,18.15,118.35,172,White,Bangalore,9,2,23
Hatchback,76032,Manual,1,Maruti,Maruti Wagon R,2012,VXI BS IV,0.5158567305431017,Comprehensive,Petrol,5,998,2012,18.9,67.1,90,Silver,Bangalore,9,3,25
Sedan,113780,Manual,1,Maruti,Maruti Ciaz,2018,Alpha BSIV,0.5159376704325073,Comprehensive,Petrol,5,1462,2018,21.56,103.25,138,Blue,Bangalore,9,3,26
Sedan,24000,Automatic,1,Audi,Audi A3,2019,35 TDI Technology,0.5163277190390195,Third Party insurance,Diesel,5,1968,2019,20.38,143.0,320,White,Bangalore,9,3,30
SUV,65812,Manual,2,Hyundai,Hyundai Venue,2020,SX Opt Diesel,0.5160241344093203,Third Party,Diesel,5,1493,2020,23.7,98.6,0,White,Bangalore,9,2,23
SUV,10000,Automatic,1,Skoda,Skoda Kushaq,2022,1.0 TSI Style AT Anniversary Edition BSVI,0.5161860141881315,Third Party insurance,Petrol,5,999,2022,17.2,113.98,178,Red,Bangalore,9,2,24
Hatchback,39959,Manual,1,Maruti,Maruti Baleno,2016,1.2 Zeta,0.5159412730982078,Zero Dep,Petrol,5,1197,2016,21.4,83.1,115,Orange,Bangalore,9,3,29
SUV,10000,Automatic,1,Hyundai,Hyundai Alcazar,2022,Signature 7-Seater AT,0.5161836121708201,Third Party insurance,Petrol,7,1999,2022,14.2,156.9,0,Others,Bangalore,9,2,21
Hatchback,65484,Manual,3,Maruti,Maruti Alto K10,2016,VXI,0.5158540885882545,Third Party insurance,Petrol,5,998,2016,24.39,65.71,89,Others,Bangalore,9,3,17
Hatchback,49174,Manual,1,Maruti,Maruti Baleno,2017,1.2 Zeta,0.5159429543422014,Comprehensive,Petrol,5,1197,2017,21.4,83.1,115,Red,Bangalore,9,3,29
SUV,20000,Manual,1,Volkswagen,Volkswagen Taigun,2022,1.0 TSI Comfortline BSVI,0.5160899431027836,Third Party insurance,Petrol,5,999,2022,20.08,113.98,178,Red,Bangalore,9,3,22
Hatchback,50000,Manual,1,Hyundai,Hyundai i10,2009,Magna 1.2,0.515841359169446,Third Party insurance,Petrol,5,1197,2009,20.36,78.9,111,Others,Bangalore,8,2,27
Sedan,40000,Automatic,2,Maruti,Maruti Swift Dzire,2018,AMT ZXI Plus BS IV,0.5159326267005264,Third Party insurance,Petrol,5,1197,2018,22.0,81.8,113,Others,Bangalore,9,3,28
SUV,30000,Automatic,1,Hyundai,Hyundai Alcazar,2022,Signature 7-Seater AT,0.5162580675021423,Third Party insurance,Petrol,7,1999,2022,14.2,156.9,0,White,Bangalore,9,2,21
Coupe,50000,Automatic,3,BMW,BMW 3 Series,2007,330 Ci Coupe,0.5159938720174357,Third Party insurance,Petrol,5,2497,2007,10.9,215.0,25,Others,Bangalore,9,2,28
Hatchback,80000,Manual,1,Maruti,Maruti Swift,2020,ZXI,0.5159266222576923,Third Party insurance,Petrol,5,1197,2020,21.21,81.8,113,Others,Bangalore,9,3,29
SUV,20000,Manual,1,MG,MG Astor,2022,Sharp BSVI,0.5161307733140564,Third Party insurance,Petrol,5,1498,2022,15.43,108.49,144,Others,Bangalore,9,2,19
Sedan,70000,Manual,1,Hyundai,Hyundai Accent,2010,Executive CNG,0.5158305511723443,Third Party insurance,CNG,5,1495,2010,13.2,93.7,124,Others,Bangalore,8,3,29
Sedan,90000,Automatic,1,Audi,Audi A4,2014,2.0 TDI Premium Plus,0.5161319742026232,Third Party insurance,Diesel,5,1968,2014,17.11,174.33,380,Others,Bangalore,9,3,29
Hatchback,40000,Manual,1,Renault,Renault KWID,2020,Climber 1.0 MT Opt,0.5158773858264515,Third Party insurance,Petrol,5,999,2020,21.74,67.0,91,Blue,Bangalore,9,3,22
Hatchback,63797,Manual,1,Honda,Honda Jazz,2016,1.2 V i VTEC,0.5159242204805585,Comprehensive,Petrol,5,1199,2016,18.7,88.7,110,Brown,Bangalore,9,3,26
Hatchback,60216,Manual,2,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Magna BSIV,0.51591221159489,Comprehensive,Petrol,5,1197,2018,18.9,81.86,0,Red,Bangalore,9,3,26
Hatchback,10000,Automatic,2,Maruti,Maruti Alto K10,2015,VXI AMT,0.5158797876035851,Third Party insurance,Petrol,5,998,2015,23.95,67.05,90,Others,Bangalore,9,3,27
Hatchback,38153,Manual,1,Maruti,Maruti Baleno,2016,1.2 Zeta,0.5159424739867746,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,Silver,Bangalore,9,3,29
Hatchback,76485,Manual,1,Maruti,Maruti Swift,2015,VXI,0.5159018839532151,Comprehensive,Petrol,5,1197,2015,22.38,88.5,113,Silver,Bangalore,9,3,20
Hatchback,40000,Manual,2,Maruti,Maruti Wagon R,2015,VXI BS IV,0.5158701804950503,Third Party insurance,Petrol,5,998,2015,20.51,67.04,90,Others,Bangalore,9,3,27
Hatchback,40623,Manual,1,Maruti,Maruti Baleno,2016,1.2 Zeta,0.5159398320319275,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,Blue,Bangalore,9,3,29
Sedan,18000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,C 220d Avantgarde Edition C,0.516570298529523,Third Party insurance,Diesel,5,2143,2018,19.27,167.62,400,Red,Bangalore,9,3,29
Hatchback,88051,Manual,1,Maruti,Maruti Swift,2014,VXI,0.5158975607543744,Third Party insurance,Petrol,5,1197,2014,22.38,88.5,113,Red,Bangalore,9,3,20
Hatchback,16522,Manual,1,Maruti,Maruti Swift,2022,VXI,0.5159636096255511,Third Party,Petrol,5,1197,2022,22.38,88.5,113,Others,Bangalore,9,3,20
SUV,70000,Manual,2,Jeep,Jeep Compass,2019,2.0 Limited 4X4,0.5161319742026232,Third Party insurance,Diesel,5,1956,2019,16.3,170.0,350,Others,Bangalore,9,2,25
Hatchback,80000,Manual,3,Maruti,Maruti Wagon R,2008,LXI Minor,0.5158353547266117,Third Party insurance,Petrol,5,1061,2008,18.9,67.0,84,Others,Bangalore,8,3,25
SUV,50000,Manual,1,Hyundai,Hyundai Venue,2019,SX Diesel BSIV,0.5160238942316069,Third Party insurance,Diesel,5,1396,2019,23.7,88.76,219,Others,Bangalore,9,2,22
SUV,10000,Manual,1,Tata,Tata Nexon,2023,XZ Plus LUXS DT BSVI,0.5161139608741205,Third Party insurance,Petrol,5,1199,2023,17.33,118.35,170,Others,Bangalore,9,3,20
Hatchback,57000,Manual,2,Hyundai,Hyundai EON,2013,D Lite Plus,0.5158461627237134,Third Party insurance,Petrol,5,814,2013,21.1,55.2,74,Silver,Bangalore,8,3,26
SUV,110000,Manual,1,Mahindra,Mahindra XUV500,2016,W6 2WD,0.5160178897887727,Third Party insurance,Diesel,7,2179,2016,16.0,140.0,330,Others,Bangalore,9,3,25
Hatchback,10000,Manual,1,Maruti,Maruti Baleno,2019,1.2 Zeta,0.5159650506918314,Third Party insurance,Petrol,5,1197,2019,21.4,83.1,115,Red,Bangalore,9,3,29
Hatchback,50000,Manual,2,Maruti,Maruti Swift,2012,VXI,0.5158917964892537,Third Party insurance,Petrol,5,1197,2012,18.6,85.8,114,Others,Bangalore,8,3,31
SUV,120000,Manual,1,Mahindra,Mahindra XUV300,2019,W4 Diesel BSIV,0.5159578453604303,Third Party insurance,Diesel,5,1497,2019,20.0,115.0,300,Red,Bangalore,9,3,22
Hatchback,35469,Manual,1,Hyundai,Hyundai Grand i10,2014,Magna,0.5159110107063232,Comprehensive,Petrol,5,1197,2014,18.9,82.0,114,Grey,Bangalore,8,3,26
Hatchback,40073,Manual,2,Honda,Honda Jazz,2017,1.2 V i VTEC,0.5159234999474184,Third Party insurance,Petrol,5,1199,2017,18.7,88.7,110,Others,Bangalore,9,3,26
Hatchback,65730,Manual,2,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,0.5159011631798973,Third Party insurance,Petrol,5,1197,2017,18.9,81.86,0,Red,Bangalore,9,3,26
Sedan,120000,Manual,2,Maruti,Maruti Baleno,2005,LXI,0.5158377565037454,Third Party insurance,Petrol,5,1590,2005,15.4,0.0,130,Silver,Bangalore,2,3,29
Hatchback,36184,Manual,2,Maruti,Maruti Baleno,2016,1.2 Zeta,0.5159470373633286,Third Party,Petrol,5,1197,2016,21.4,83.1,115,Silver,Bangalore,9,3,29
Hatchback,69310,Manual,1,Maruti,Maruti Baleno,2016,1.2 Zeta,0.5159345481222334,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,White,Bangalore,9,3,29
Sedan,55643,Automatic,1,Honda,Honda City,2015,i VTEC CVT VX,0.5159871470414614,Third Party insurance,Petrol,5,1497,2015,18.0,117.3,145,White,Bangalore,9,3,30
