Body_type,Kilometer_Driven,Transmission,Owner_No.,Original_equipment_manufacturer,Model,Model_year,Variant_name,Price,Insurance_validity,Fuel_type,Seats,Engine_displacement,Year_of_manufacture,Mileage,Max_power,Torque,Colour,Location,Features,Interior,Exterior
MUV,125000,Manual,1,Toyota,Toyota Innova,2007,2.5 VX (Diesel) 8 Seater,0.515845922546,Comprehensive,Diesel,8,2494,2007,12.99,100.6,200,Black,Kolkata,9,3,29
Hatchback,7000,Manual,1,Maruti,Maruti S-Presso,2021,VXI 2019-2022,0.515880988492152,Comprehensive,Petrol,5,998,2021,21.7,65.71,89,Orange,Kolkata,9,3,20
Hatchback,73000,Manual,1,Maruti,Maruti Baleno,2018,1.3 Sigma,0.5158845911578526,Comprehensive,Diesel,5,1248,2018,27.39,74.0,190,Red,Kolkata,8,3,27
SUV,11000,Manual,1,Maruti,Maruti Brezza,2022,Zxi Plus DT BSVI,0.5160656851537333,Comprehensive,Petrol,5,1462,2022,19.89,101.65,136,Silver,Kolkata,9,2,19
Hatchback,30000,Manual,1,Hyundai,Hyundai i10,2010,Sportz 1.2,0.5158185422866759,Third Party insurance,Petrol,5,1197,2010,20.36,78.9,111,Others,Kolkata,9,2,27
SUV,35500,Manual,1,Nissan,Nissan Terrano,2013,XL 85 PS,0.5158617742750824,Comprehensive,Diesel,5,1461,2013,20.45,83.8,200,Grey,Kolkata,9,3,27
Hatchback,10000,Automatic,1,Maruti,Maruti Swift,2019,AMT VXI BSIV,0.5159038053749221,Third Party insurance,Petrol,5,1197,2019,22.0,81.8,113,Others,Kolkata,9,3,24
Hatchback,43000,Manual,2,Hyundai,Hyundai Grand i10,2017,1.2 CRDi Sportz Option,0.5158701804950503,Comprehensive,Diesel,5,1186,2017,24.0,73.97,0,White,Kolkata,9,3,26
Hatchback,34144,Manual,1,Maruti,Maruti Wagon R,2021,CNG LXI Opt,0.5158973205766612,Comprehensive,CNG,5,998,2021,32.52,58.33,78,Silver,Kolkata,8,3,25
Hatchback,6669,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,Sportz,0.5159278231462591,Third Party insurance,Petrol,5,1197,2021,20.7,81.86,0,Blue,Kolkata,9,2,19
Hatchback,22618,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,0.5158963598658076,Third Party insurance,Petrol,5,1197,2019,18.9,81.86,0,Orange,Kolkata,9,3,26
Hatchback,27042,Manual,1,Maruti,Maruti Wagon R,2019,CNG LXI,0.5158886741789798,Comprehensive,CNG,5,998,2019,32.52,58.33,78,Blue,Kolkata,8,3,25
SUV,38224,Manual,1,Hyundai,Hyundai Creta,2016,1.6 VTVT SX Plus,0.5159482382518955,Comprehensive,Petrol,5,1591,2016,13.0,121.3,151,Black,Kolkata,9,3,24
Sedan,23379,Automatic,1,Honda,Honda City,2018,i-VTEC CVT ZX,0.5159912300625886,Comprehensive,Petrol,5,1497,2018,18.0,117.6,145,Silver,Kolkata,9,3,31
Sedan,47000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,200 CDI Sport,0.5162818450957659,Comprehensive,Diesel,5,2143,2018,17.9,136.0,300,Silver,Kolkata,9,3,29
Hatchback,21388,Manual,1,Maruti,Maruti Alto 800,2019,LXI,0.5158507261002674,Comprehensive,Petrol,5,796,2019,22.05,47.33,69,Red,Kolkata,8,2,19
Hatchback,23005,Manual,1,Maruti,Maruti Wagon R,2015,LXI BSIII,0.5158516868111209,Comprehensive,Petrol,5,998,2015,18.9,67.1,90,Silver,Kolkata,8,3,23
Sedan,7308,Automatic,1,Hyundai,Hyundai Elantra,2021,VTVT SX Option AT,0.5161499875311261,Comprehensive,Petrol,5,1999,2021,14.62,150.19,192,Black,Kolkata,9,2,26
Sedan,90000,Automatic,1,BMW,BMW 3 Series,2008,320d,0.5158978009320878,Third Party insurance,Diesel,5,1995,2008,13.2,170.0,34,Green,Kolkata,9,2,28
Hatchback,60000,Manual,1,Chevrolet,Chevrolet Beat,2013,LS,0.5158137387324084,Third Party insurance,Petrol,5,1199,2013,18.6,79.4,108,Others,Kolkata,8,3,24
Hatchback,60000,Manual,1,Volkswagen,Volkswagen Polo,2016,1.2 MPI Highline,0.515872582272184,Third Party insurance,Petrol,5,1199,2016,16.2,74.0,110,Orange,Kolkata,9,3,31
SUV,36674,Automatic,1,Kia,Kia Seltos,2020,GTX Plus DCT,0.5161139608741205,Comprehensive,Petrol,5,1353,2020,16.5,138.08,0,Black,Kolkata,9,2,22
Hatchback,20000,Automatic,1,Maruti,Maruti Wagon R,2019,VXI AMT,0.5158857920464194,Third Party insurance,Petrol,5,998,2019,21.79,67.05,90,Others,Kolkata,9,3,25
Sedan,17153,Manual,1,Maruti,Maruti Swift Dzire,2018,LXI,0.515896600043521,Comprehensive,Petrol,5,1197,2018,19.0,85.8,114,Grey,Kolkata,0,3,30
SUV,39000,Manual,1,Mahindra,Mahindra XUV500,2018,W10 2WD,0.5160366236504155,Comprehensive,Diesel,7,2179,2018,16.0,140.0,330,White,Kolkata,9,3,27
Hatchback,32165,Manual,1,Maruti,Maruti Wagon R,2020,VXI,0.5158881935833753,Comprehensive,Petrol,5,998,2020,21.79,67.05,90,Orange,Kolkata,9,3,25
Sedan,27447,Manual,1,Skoda,Skoda Rapid,2018,1.6 MPI Ambition BSIV,0.51591221159489,Third Party insurance,Petrol,5,1598,2018,15.41,103.2,153,Grey,Kolkata,9,3,27
Hatchback,26305,Manual,1,Maruti,Maruti Alto 800,2015,VXI,0.5158399181031658,Comprehensive,Petrol,5,796,2015,22.74,47.3,69,Red,Kolkata,9,3,27
Hatchback,20000,Manual,1,Maruti,Maruti Alto,2008,LX,0.5158089351781411,Third Party insurance,Petrol,5,796,2008,19.7,46.3,62,Others,Kolkata,9,3,29
Hatchback,17024,Manual,2,Datsun,Datsun RediGO,2018,T Option,0.5158430404134395,Comprehensive,Petrol,5,799,2018,22.7,53.64,72,Grey,Kolkata,9,3,22
Sedan,9243,Automatic,1,Honda,Honda City,2020,V CVT,0.516013566589932,Third Party insurance,Petrol,5,1498,2020,18.3,119.35,145,Red,Kolkata,9,3,23
Sedan,100000,Manual,1,Skoda,Skoda Rapid,2017,1.6 MPI Active BSIV,0.5158797876035851,Comprehensive,Petrol,5,1598,2017,15.41,103.2,153,Silver,Kolkata,9,3,25
Hatchback,19280,Manual,1,Datsun,Datsun GO,2017,T BSIV,0.5158490448562738,Comprehensive,Petrol,5,1198,2017,20.63,67.0,104,Blue,Kolkata,9,3,26
SUV,10000,Manual,1,Hyundai,Hyundai Venue,2019,SX Turbo BSIV,0.5159578453604303,Third Party insurance,Petrol,5,998,2019,18.27,118.35,171,Others,Kolkata,9,2,22
Sedan,9646,Manual,1,Maruti,Maruti Swift Dzire,2021,ZXI BSVI,0.5159357490108003,Comprehensive,Petrol,5,1197,2021,22.41,88.5,113,Grey,Kolkata,9,3,20
SUV,11344,Manual,1,Maruti,Maruti SX4 S Cross,2020,Alpha,0.5159578453604303,Third Party insurance,Petrol,5,1462,2020,18.55,103.25,138,Blue,Kolkata,9,2,23
Sedan,17899,Automatic,1,BMW,BMW 3 Series,2021,330i M Sport,0.5168825295569035,Comprehensive,Petrol,5,1998,2021,16.13,254.79,400,Black,Kolkata,9,3,28
Hatchback,6000,Manual,0,Renault,Renault KWID,2021,Climber 1.0 MT,0.515885551868706,Comprehensive,Petrol,5,999,2021,23.01,67.0,91,Outback Bronze,Kolkata,9,3,22
Hatchback,80000,Manual,1,Chevrolet,Chevrolet Beat,2010,LT,0.5158137387324084,Third Party insurance,Petrol,5,1199,2010,18.6,79.4,108,Black,Kolkata,9,3,24
Hatchback,50000,Manual,1,Tata,Tata Indica,2006,DL BSIII,0.0,Third Party insurance,Diesel,5,1396,2006,17.88,52.8,85,Others,Kolkata,8,3,25
Hatchback,35000,Manual,2,Hyundai,Hyundai i20,2014,Asta 1.4 CRDi,0.5158857920464194,Third Party,Diesel,5,1396,2014,22.54,88.73,219,Grey,Kolkata,9,3,28
MUV,31244,Manual,2,Maruti,Maruti Ertiga,2015,BSIV VXI,0.5159134124834569,Third Party insurance,Petrol,7,1373,2015,17.5,91.1,130,Golden,Kolkata,9,3,28
Hatchback,40000,Manual,1,Hyundai,Hyundai Grand i10,2017,Asta Option,0.5158761846977069,Third Party insurance,Petrol,5,1197,2017,18.9,82.0,114,Grey,Kolkata,9,3,28
Hatchback,30000,Manual,2,Chevrolet,Chevrolet Beat,2012,LT,0.5158185422866759,Third Party insurance,Petrol,5,1199,2012,18.6,79.4,108,Green,Kolkata,9,3,24
Sedan,60000,Manual,1,Tata,Tata Indigo,2012,LS BSIV,0.5158204637083829,Third Party insurance,Diesel,5,1396,2012,23.03,69.0,140,White,Kolkata,8,3,24
Sedan,70000,Automatic,1,BMW,BMW 5 Series,2010,525d Sedan,0.5159926708886912,Comprehensive,Diesel,5,2993,2010,16.73,218.0,450,Silver,Kolkata,9,3,28
Hatchback,65440,Manual,1,Hyundai,Hyundai EON,2015,Era Plus,0.5158351145488984,Comprehensive,Petrol,5,814,2015,21.1,55.2,74,Silver,Kolkata,8,3,26
Hatchback,35884,Manual,1,Tata,Tata Altroz,2021,XZ Plus BSVI,0.51593430794452,Comprehensive,Petrol,5,1199,2021,19.33,86.83,113,Blue,Kolkata,9,3,20
Sedan,77500,Manual,1,Toyota,Toyota Corolla Altis,2015,G MT,0.5159098098177564,Third Party insurance,Petrol,5,1798,2015,14.28,138.03,173,Golden,Kolkata,9,3,29
Sedan,59729,Manual,1,Toyota,Toyota Corolla Altis,2015,G MT,0.5159215785257114,Comprehensive,Petrol,5,1798,2015,14.28,138.03,173,Golden,Kolkata,9,3,29
Hatchback,64854,Manual,1,Maruti,Maruti Alto 800,2014,VXI,0.5158255074403636,Comprehensive,Petrol,5,796,2014,22.74,47.3,69,Blue,Kolkata,9,3,27
Sedan,29836,Manual,2,Maruti,Maruti Swift Dzire,2018,ZXI 1.2 BS IV,0.5159158142605906,Comprehensive,Petrol,5,1197,2018,22.0,81.8,113,Golden,Kolkata,9,3,28
Sedan,74094,Manual,1,Ford,Ford Aspire,2017,1.5 TDCi Titanium,0.5158845911578526,Comprehensive,Diesel,5,1498,2017,25.83,99.0,215,Grey,Kolkata,9,3,29
Hatchback,11590,Manual,1,Maruti,Maruti Swift,2021,VXI BSVI,0.5159266222576923,Comprehensive,Petrol,5,1197,2021,22.38,88.5,113,Blue,Kolkata,9,3,20
Hatchback,9461,Manual,1,Honda,Honda Jazz,2021,ZX,0.515947277541042,Comprehensive,Petrol,5,1199,2021,17.1,88.5,110,Brown,Kolkata,9,3,20
Sedan,59006,Manual,3,Renault,Renault Scala,2014,Diesel RxL,0.5158648965853562,Comprehensive,Diesel,5,1461,2014,21.64,84.8,200,Silver,Kolkata,9,3,28
MUV,10000,Manual,1,Toyota,Toyota Innova Crysta,2022,2.4 ZX 7 STR,0.5163541385874902,Third Party insurance,Diesel,7,2393,2022,12.0,148.0,343,Others,Kolkata,9,3,26
Sedan,150000,Manual,2,Maruti,Maruti Swift Dzire,2017,VDI,0.5158958795103809,Third Party insurance,Diesel,5,1248,2017,26.59,74.0,190,Others,Kolkata,9,3,29
Sedan,40000,Manual,3,Honda,Honda Amaze,2016,SX i VTEC,0.5158641760522161,Third Party insurance,Petrol,5,1198,2016,17.8,86.7,109,Gray,Kolkata,9,3,24
Sedan,80000,Manual,2,Maruti,Maruti Swift Dzire,2009,VDi,0.5158449618351465,Third Party insurance,Diesel,5,1248,2009,19.3,73.9,190,Others,Kolkata,9,3,28
SUV,90000,Automatic,1,Toyota,Toyota Fortuner,2016,4x2 AT,0.5161716032851515,Third Party insurance,Diesel,7,2982,2016,12.55,168.5,360,Others,Kolkata,9,3,29
SUV,80000,Automatic,2,Land Rover,Land Rover Freelander 2,2012,HSE SD4,0.5160058809031042,Third Party insurance,Diesel,5,2179,2012,12.35,187.74,420,Black,Kolkata,9,3,27
SUV,73000,Manual,2,Toyota,Toyota Fortuner,2014,4x4 MT,0.5160897029250702,Comprehensive,Diesel,7,2982,2014,12.55,168.5,343,White,Kolkata,9,3,29
Hatchback,150000,Manual,1,Maruti,Maruti Wagon R,2010,LXI BS IV,0.5158377565037454,Third Party insurance,Petrol,5,998,2010,18.9,67.1,90,Others,Kolkata,8,3,25
Sedan,33600,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2018,E 350 d BSIV,0.5167264140432132,Third Party insurance,Diesel,5,2987,2018,18.0,254.8,620,Black,Kolkata,9,3,28
Hatchback,60000,Manual,3,Toyota,Toyota Etios Liva,2011,GD,0.5158377565037454,Third Party insurance,Diesel,5,1364,2011,23.59,0.0,0,Others,Kolkata,0,2,6
Hatchback,82286,Manual,1,Honda,Honda Jazz,2016,1.2 S i VTEC,0.5158672983624899,Third Party,Petrol,5,1199,2016,18.7,88.7,110,Others,Kolkata,9,3,24
SUV,59880,Manual,2,Honda,Honda CR-V,2010,2.0 2WD,0.5158773858264515,Third Party,Petrol,5,1997,2010,14.0,0.0,0,White,Kolkata,0,2,9
MUV,29841,Manual,1,Toyota,Toyota Innova Crysta,2021,2.4 VX 8 STR,0.5163061030448163,Comprehensive,Diesel,8,2393,2021,12.0,148.0,343,White,Kolkata,9,3,26
Hatchback,10518,Manual,1,Maruti,Maruti Celerio,2022,ZXI BSVI,0.5159018839532151,Comprehensive,Petrol,5,998,2022,25.24,65.71,89,Grey,Kolkata,9,2,20
Hatchback,6204,Manual,1,Maruti,Maruti Celerio,2020,ZXI MT BSIV,0.5158872328725219,Comprehensive,Petrol,5,998,2020,23.1,67.04,90,Grey,Kolkata,9,3,29
MUV,20000,Manual,1,Mahindra,Mahindra Marazzo,2020,M6 Plus 8Str BSVI,0.5160779342171151,Third Party insurance,Diesel,8,1497,2020,17.3,120.96,300,Blue,Kolkata,9,3,19
Hatchback,23696,Manual,1,Hyundai,Hyundai i20,2013,Sportz 1.2,0.515852407344261,Third Party,Petrol,5,1197,2013,18.5,82.85,113,Brown,Kolkata,9,2,25
MUV,112000,Manual,1,Toyota,Toyota Innova,2016,2.5 G (Diesel) 8 Seater BS IV,0.5160058809031042,Third Party insurance,Diesel,8,2494,2016,12.99,100.6,200,White,Kolkata,8,3,27
Hatchback,7569,Manual,1,Maruti,Maruti Alto 800,2020,LXI,0.5158509662779808,Comprehensive,Petrol,5,796,2020,22.05,47.33,69,Blue,Kolkata,8,2,19
Hatchback,18800,Automatic,1,Maruti,Maruti Swift,2019,AMT ZXI,0.5159177356822975,Comprehensive,Petrol,5,1197,2019,21.21,81.8,113,Blue,Kolkata,9,3,29
Hatchback,32147,Automatic,1,Renault,Renault KWID,2018,1.0 AMT RXL,0.5158377565037454,Third Party insurance,Petrol,5,999,2018,24.04,67.0,91,Red,Kolkata,9,3,24
SUV,27000,Manual,1,Ford,Ford Ecosport,2016,1.5 Petrol Trend BSIV,0.515880988492152,Comprehensive,Petrol,5,1497,2016,17.0,121.36,150,White,Kolkata,9,3,25
Hatchback,35100,Manual,1,Chevrolet,Chevrolet Beat,2010,LT,0.5158137387324084,Third Party,Petrol,5,1199,2010,18.6,79.4,108,Green,Kolkata,9,3,24
SUV,20000,Manual,1,Tata,Tata Nexon,2022,XE BSVI,0.5159338275890933,Third Party insurance,Petrol,5,1199,2022,17.33,118.35,170,Others,Kolkata,7,3,18
Hatchback,31458,Manual,1,Hyundai,Hyundai Grand i10,2014,Asta,0.515856970720815,Comprehensive,Petrol,5,1197,2014,18.9,82.0,114,Silver,Kolkata,9,3,28
Sedan,12000,Automatic,1,Audi,Audi A4,2015,35 TFSi Premium,0.5161377384677441,Third Party,Petrol,5,1798,2015,15.64,167.62,320,White,Kolkata,9,3,29
Sedan,10000,Manual,1,Honda,Honda Amaze,2021,VX Petrol,0.5159398320319275,Third Party insurance,Petrol,5,1199,2021,18.6,88.76,110,Black,Kolkata,9,3,25
SUV,32000,Automatic,1,Maruti,Maruti Vitara Brezza,2018,ZDi Plus AMT Dual Tone,0.5159638498032645,Comprehensive,Diesel,5,1248,2018,24.3,88.5,200,Cherry Red,Kolkata,9,3,28
Hatchback,37659,Manual,1,Maruti,Maruti Swift,2012,LDI,0.5158449618351465,Comprehensive,Diesel,5,1248,2012,22.9,74.0,190,Orange,Kolkata,9,3,30
Sedan,31479,Automatic,1,Maruti,Maruti Swift Dzire,2020,VXI AT BSVI,0.5159189365708644,Comprehensive,Petrol,5,1197,2020,22.61,88.5,113,Blue,Kolkata,9,3,18
Hatchback,10998,Manual,1,Maruti,Maruti Alto 800,2019,VXI BSVI,0.5158567305431017,Comprehensive,Petrol,5,796,2019,22.05,47.33,69,Silver,Kolkata,9,2,19
Hatchback,10000,Automatic,1,Renault,Renault KWID,2021,Climber 1.0 AMT Opt,0.5158881935833753,Third Party insurance,Petrol,5,999,2021,22.0,67.0,91,Gray,Kolkata,9,3,22
Hatchback,27370,Manual,1,Maruti,Maruti Wagon R,2021,CNG LXI,0.5158927572001071,Comprehensive,CNG,5,998,2021,32.52,58.33,78,White,Kolkata,8,3,25
Hatchback,39714,Manual,1,Maruti,Maruti Swift,2016,LXI Option,0.5158689796064835,Comprehensive,Petrol,5,1197,2016,20.4,81.8,113,Silver,Kolkata,8,3,27
Hatchback,34000,Manual,1,Hyundai,Hyundai EON,2015,Magna Plus,0.5158341538380449,Comprehensive,Petrol,5,814,2015,21.1,55.2,74,Blue,Kolkata,9,3,26
Hatchback,41469,Manual,2,Hyundai,Hyundai i10,2015,Sportz,0.5158519269888342,Comprehensive,Petrol,5,1197,2015,20.36,78.9,111,Grey,Kolkata,9,2,27
Hatchback,6033,Manual,1,Maruti,Maruti Baleno,2019,1.2 Alpha,0.5159386311433607,Comprehensive,Petrol,5,1197,2019,21.4,83.1,115,Grey,Kolkata,9,3,29
Hatchback,28036,Manual,1,Maruti,Maruti Alto 800,2017,VXI,0.5158423198802995,Comprehensive,Petrol,5,796,2017,24.7,47.3,69,White,Kolkata,9,3,27
Hatchback,19631,Manual,1,Maruti,Maruti Alto 800,2014,VXI,0.5158372761483186,Comprehensive,Petrol,5,796,2014,22.74,47.3,69,Red,Kolkata,9,3,27
SUV,70000,Manual,1,Mahindra,Mahindra KUV 100,2016,mFALCON D75 K4,0.515849765389414,Third Party insurance,Diesel,6,1198,2016,25.32,77.0,190,Others,Kolkata,8,3,26
Sedan,50000,Manual,1,Honda,Honda City,2015,i VTEC V,0.5158881935833753,Comprehensive,Petrol,5,1497,2015,17.8,117.3,145,Silver,Kolkata,9,3,30
SUV,33197,Manual,1,Mahindra,Mahindra XUV500,2020,W7,0.5160359031172754,Comprehensive,Diesel,7,2179,2020,15.1,152.87,360,White,Kolkata,9,3,25
Hatchback,29000,Manual,1,Maruti,Maruti Baleno,2018,1.2 Delta,0.5159146133720237,Third Party insurance,Petrol,5,1197,2018,21.4,83.1,115,Grey,Kolkata,9,3,27
SUV,60000,Automatic,1,Tata,Tata Nexon,2021,XZA Plus DualTone Roof AMT,0.5160118853459384,Comprehensive,Petrol,5,1199,2021,16.35,118.36,0,Green,Kolkata,9,2,20
Hatchback,48000,Manual,1,Maruti,Maruti Wagon R,2018,VXI BS IV,0.515856970720815,Third Party insurance,Petrol,5,998,2018,20.51,67.04,90,Grey,Kolkata,9,3,27
Hatchback,10000,Manual,1,Hyundai,Hyundai EON,2013,Magna Plus,0.5158305511723443,Third Party insurance,Petrol,5,814,2013,21.1,55.2,74,Others,Kolkata,9,3,26
Hatchback,41000,Manual,1,Maruti,Maruti Swift,2018,VXI 2018,0.515896600043521,Comprehensive,Petrol,5,1197,2018,22.0,81.8,113,Sunset Red,Kolkata,9,3,24
SUV,79955,Manual,2,Mahindra,Mahindra Scorpio,2017,1.99 S4 9S,0.515991470240302,Comprehensive,Diesel,9,1997,2017,15.4,120.0,280,White,Kolkata,8,3,27
Sedan,25910,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,C 220 CDI Avantgarde,0.5166183340721968,Comprehensive,Diesel,5,2143,2020,19.27,170.0,400,White,Kolkata,9,3,29
Hatchback,44446,Manual,2,Hyundai,Hyundai EON,2018,Sportz,0.5158447216574331,Comprehensive,Petrol,5,814,2018,21.1,55.2,74,Red,Kolkata,9,3,26
Hatchback,30658,Manual,1,Tata,Tata Tiago,2018,1.05 Revotorq XT,0.5158795474258717,Comprehensive,Diesel,5,1047,2018,27.28,69.0,140,Red,Kolkata,9,3,28
Sedan,44000,Manual,1,Honda,Honda City,2017,i VTEC VX Option,0.515920617814858,Third Party insurance,Petrol,5,1497,2017,17.8,117.3,145,Red,Kolkata,9,3,30
Hatchback,55073,Manual,1,Tata,Tata Tiago,2017,1.2 Revotron XZ,0.5158622546305092,Third Party,Petrol,5,1199,2017,23.84,84.0,114,Others,Kolkata,9,3,30
Sedan,43886,Automatic,1,Toyota,Toyota Corolla Altis,2012,1.8 VL AT,0.5158932373153561,Comprehensive,Petrol,5,1794,2012,14.53,138.1,173,White,Kolkata,9,3,28
MUV,20000,Manual,1,Mahindra,Mahindra Marazzo,2022,M2 8Str BSVI,0.516039505782976,Third Party insurance,Diesel,8,1497,2022,17.3,120.96,300,Others,Kolkata,8,3,17
Sedan,118569,Manual,2,Honda,Honda City,2016,i VTEC V,0.5158891542942289,Comprehensive,Petrol,5,1497,2016,17.8,117.3,145,Silver,Kolkata,9,3,30
Sedan,30000,Manual,1,Volkswagen,Volkswagen Vento,2014,1.5 TDI Comfortline,0.5158593724979487,Third Party insurance,Diesel,5,1498,2014,20.34,103.2,250,Others,Kolkata,9,3,30
Hatchback,18060,Manual,1,Maruti,Maruti Alto 800,2019,VXI BSIV,0.5158622546305092,Zero Dep,Petrol,5,796,2019,24.7,47.3,69,Red,Kolkata,9,3,27
Sedan,94042,Manual,1,Honda,Honda Amaze,2014,SX i-VTEC,0.5158543287659679,Comprehensive,Petrol,5,1198,2014,18.0,86.7,109,Others,Kolkata,9,3,23
SUV,90438,Manual,1,Mahindra,Mahindra Scorpio,2017,S10 8 Seater,0.5160359031172754,Comprehensive,Diesel,8,2179,2017,15.4,120.0,280,Black,Kolkata,9,3,29
Hatchback,120000,Manual,2,Maruti,Maruti Wagon R,2009,VXI BSIII,0.5158113369552748,Third Party insurance,Petrol,5,998,2009,18.9,67.1,90,Gray,Kolkata,9,3,25
Hatchback,80000,Manual,1,Hyundai,Hyundai Santro Xing,2009,GLS,0.5158077342895743,Third Party insurance,Petrol,5,1086,2009,17.92,62.1,96,Others,Kolkata,9,3,25
SUV,50000,Manual,1,Jeep,Jeep Compass,2018,2.0 Limited Plus BSIV,0.5160659253314466,Third Party insurance,Diesel,5,1956,2018,17.1,170.63,350,Others,Kolkata,9,2,24
Hatchback,60000,Manual,3,Maruti,Maruti Ritz,2010,VXi,0.5158161405095422,Third Party insurance,Petrol,5,1197,2010,18.5,85.8,114,Others,Kolkata,8,3,27
Hatchback,70000,Manual,2,Maruti,Maruti Estilo,2010,LXI,0.5158065334010073,Third Party insurance,Petrol,0,1061,2010,19.5,0.0,0,Others,Kolkata,0,0,3
SUV,30000,Automatic,2,MG,MG Hector,2020,Sharp DCT,0.5161377384677441,Third Party insurance,Petrol,5,1451,2020,13.96,141.0,250,Others,Kolkata,9,1,20
SUV,975000,Manual,1,Kia,Kia Sonet,2021,HTX Turbo iMT BSVI,0.5160118853459384,Third Party,Petrol,5,998,2021,18.2,118.36,172,Black,Kolkata,9,2,22
SUV,55000,Manual,1,Hyundai,Hyundai Creta,2018,1.6 CRDi SX Option,0.5160176496110593,Comprehensive,Diesel,5,1582,2018,19.67,126.2,259,Grey,Kolkata,9,3,26
Sedan,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,C 220 CDI Avantgarde,0.5163781563588272,Third Party insurance,Diesel,5,2143,2017,19.27,170.0,400,Others,Kolkata,9,3,29
Hatchback,104900,Manual,1,Hyundai,Hyundai i10,2010,Magna 1.2,0.5158247869072234,Comprehensive,Petrol,5,1197,2010,20.36,78.9,111,Golden,Kolkata,8,2,27
Sedan,24092,Manual,2,Toyota,Toyota Yaris,2018,J BSIV,0.5159417534536345,Third Party,Petrol,5,1496,2018,17.1,105.5,140,Brown,Kolkata,9,3,23
Sedan,90000,Manual,2,Maruti,Maruti Swift Dzire,2017,VDI,0.5158978009320878,Third Party insurance,Diesel,5,1248,2017,26.59,74.0,190,Others,Kolkata,9,3,29
Hatchback,28519,Manual,1,Tata,Tata Altroz,2020,XZ BSVI,0.51593358741138,Comprehensive,Petrol,5,1199,2020,19.33,86.83,113,Golden,Kolkata,9,3,20
Hatchback,88785,Manual,1,Honda,Honda Jazz,2016,1.2 VX i VTEC,0.5158704206727637,Third Party insurance,Petrol,5,1199,2016,18.7,88.7,110,Silver,Kolkata,9,3,26
Hatchback,90000,Manual,2,Volkswagen,Volkswagen Polo,2015,1.2 MPI Comfortline,0.515849765389414,Third Party insurance,Petrol,5,1199,2015,16.2,74.0,110,Others,Kolkata,9,3,29
MUV,79755,Manual,1,Tata,Tata Hexa,2019,XM,0.5159909898848752,Comprehensive,Diesel,7,2179,2019,17.6,153.86,400,Blue,Kolkata,9,3,22
Hatchback,80000,Manual,2,Hyundai,Hyundai i20,2017,1.2 Asta Option,0.51591221159489,Third Party insurance,Petrol,5,1197,2017,18.6,81.83,114,Silver,Kolkata,9,3,28
Hatchback,68832,Manual,2,Mahindra,Mahindra KUV 100 NXT,2017,G80 K4 Plus 5Str,0.5158824295584322,Third Party,Petrol,5,1198,2017,18.15,82.0,115,Silver,Kolkata,8,3,26
SUV,70857,Manual,2,Jeep,Jeep Compass,2017,2.0 Limited Option 4X4,0.5160255754756006,Comprehensive,Diesel,5,1956,2017,16.3,170.0,350,Silver,Kolkata,9,2,25
Sedan,50000,Manual,3,Honda,Honda City,2010,1.5 S MT,0.5158425600580129,Third Party insurance,Petrol,5,1497,2010,17.0,0.0,0,Others,Kolkata,9,3,24
Sedan,80000,Manual,1,Maruti,Maruti Ciaz,2015,VDi Plus,0.5158917964892537,Third Party insurance,Diesel,5,1248,2015,26.21,88.5,200,Others,Kolkata,9,3,29
Hatchback,110000,Manual,2,Maruti,Maruti Ritz,2010,LDi,0.5158113369552748,Third Party insurance,Diesel,5,1248,2010,21.1,73.9,190,Others,Kolkata,8,3,29
Hatchback,60000,Manual,1,Maruti,Maruti Wagon R,2013,LXI BS IV,0.5158545689436813,Third Party insurance,Petrol,5,998,2013,20.51,67.04,90,Others,Kolkata,9,3,27
Hatchback,70000,Manual,2,Hyundai,Hyundai Grand i10,2014,Sportz,0.5158593724979487,Third Party insurance,Petrol,5,1197,2014,18.9,82.0,114,Others,Kolkata,9,3,26
Sedan,100000,Manual,2,Maruti,Maruti Swift Dzire,2011,VXi,0.5158377565037454,Third Party insurance,Petrol,5,1298,2011,17.5,85.8,114,Others,Kolkata,9,3,28
Sedan,38000,Manual,1,Hyundai,Hyundai Xcent,2014,1.2 Kappa S,0.5158557698322481,Comprehensive,Petrol,5,1197,2014,19.1,82.0,114,Silver,Kolkata,9,3,26
Hatchback,60000,Manual,5,Hyundai,Hyundai i20,2013,Magna,0.5158401582808791,Third Party insurance,Petrol,5,1197,2013,18.5,82.85,113,Others,Kolkata,9,2,25
MUV,55000,Manual,2,Toyota,Toyota Innova,2014,2.5 G (Diesel) 8 Seater BS IV,0.5159696140683854,Comprehensive,Diesel,8,2494,2014,12.99,100.6,200,Silver,Kolkata,8,3,27
Sedan,60000,Manual,1,Hyundai,Hyundai Xcent,2015,1.2 Kappa S,0.5158737831607508,Third Party insurance,Petrol,5,1197,2015,19.1,82.0,114,Others,Kolkata,9,3,26
SUV,4034,Manual,1,Hyundai,Hyundai Venue,2022,SX Turbo,0.5160073219693844,Comprehensive,Petrol,5,998,2022,18.27,118.35,172,Blue,Kolkata,9,2,21
